Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
14171;PHYTOSTERYL ISOSTEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14172;PHYTOSTERYL ISOSTEARYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14173;PHYTOSTERYL LINOLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14174;PHYTOSTERYL MACADAMIATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14175;PHYTOSTERYL NONANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14176;PHYTOSTERYL OLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14177;PHYTOSTERYL RICE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14178;PHYTOSTERYL RICINOLEATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14179;PHYTOSTERYL SUNFLOWERSEEDATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14180;PHYTOSTERYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14181;BEHENYL DIMER;0.44;Behen;genus;0.44;;http://www.theplantlist.org/tpl1.1/search?q=Behen;;;;;;Behen;0.71;;;;;;;;;;DIMER;No opinion;;;;;;;true;tpl; [Partial match] [Ambiguous match] ;
14182;ISOSTEARYL LAUROYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14183;DECYLTETRADECYL MYRISTOYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14184;PICEA ABIES;1;Picea abies;species;1;(L.) H.Karst.;http://www.theplantlist.org/tpl1.1/record/kew-2562738;;;;;Pinaceae;Picea;1;abies;1;;;;;;;;;Accepted;Picea abies;(L.) H.Karst.;species;http://www.theplantlist.org/tpl1.1/record/kew-2562738;Picea abies;Pinaceae;true;tpl; ;
14185;PICEA GLAUCA;1;Picea glauca;species;1;(Moench) Voss;"http://www.theplantlist.org/tpl1.1/record/kew-2563473;http://www.tropicos.org/Name/24900167;http://plants.usda.gov/java/profile?symbol=PIGL";;;;;Pinaceae;Picea;1;glauca;1;;;;;;;;;Accepted;Picea glauca;(Moench) Voss;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563473;http://www.tropicos.org/Name/24900167;http://plants.usda.gov/java/profile?symbol=PIGL";Picea glauca;Pinaceae;true;"tpl;tropicos;usda"; ;
14186;PICEA GLEHNII;1;Picea glehnii;species;1;(F.Schmidt) Mast.;http://www.theplantlist.org/tpl1.1/record/kew-2563466;;;;;Pinaceae;Picea;1;glehnii;1;;;;;;;;;Accepted;Picea glehnii;(F.Schmidt) Mast.;species;http://www.theplantlist.org/tpl1.1/record/kew-2563466;Picea glehnii;Pinaceae;true;tpl; ;
14187;PICEA MARIANA;1;Picea mariana;species;1;(Mill.) Britton, Sterns & Poggenb.;"http://www.theplantlist.org/tpl1.1/record/kew-2563398;http://www.tropicos.org/Name/24900169;http://plants.usda.gov/java/profile?symbol=PIMA";;;;;Pinaceae;Picea;1;mariana;1;;;;;;;;;Accepted;Picea mariana;(Mill.) Britton, Sterns & Poggenb.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563398;http://www.tropicos.org/Name/24900169;http://plants.usda.gov/java/profile?symbol=PIMA";Picea mariana;Pinaceae;true;"tpl;tropicos;usda"; ;
14188;PICEA OBOVATA;1;Picea obovata;species;1;Ledeb.;"http://www.theplantlist.org/tpl1.1/record/kew-2563558;http://www.tropicos.org/Name/24900105";;;;;Pinaceae;Picea;1;obovata;1;;;;;;;;;Accepted;Picea obovata;Ledeb.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563558;http://www.tropicos.org/Name/24900105";Picea obovata;Pinaceae;true;"tpl;tropicos"; ;
14189;PICEA PUNGENS;1;Picea pungens;species;1;Engelm.;"http://www.theplantlist.org/tpl1.1/record/kew-2563553;http://www.tropicos.org/Name/24900170;http://plants.usda.gov/java/profile?symbol=PIPU";;;;;Pinaceae;Picea;1;pungens;1;;;;;;;;;Accepted;Picea pungens;Engelm.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563553;http://www.tropicos.org/Name/24900170;http://plants.usda.gov/java/profile?symbol=PIPU";Picea pungens;Pinaceae;true;"tpl;tropicos;usda"; ;
14190;PICEATANNOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14191;PICHIA CARIBBICA;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;CARIBBICA;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14192;PICHIA FERMENT;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;FERMENT;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14193;PICHIA HEEDII;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;HEEDII;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14194;PICHIA KUDRIAVZEVII;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;KUDRIAVZEVII;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14195;GRAPE PEEL;0.4;Gramen;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Gramen;;;;;Poaceae;Gramen;0.67;;;;;;;;;;PEEL;No opinion;;;;;;;true;tpl; [Partial match] ;
14196;PICHIA MINUTA;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;MINUTA;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14197;PICHIA PASTORIS;0.49;Picria;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;PASTORIS;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; [Partial match] ;
14198;TOCOPHEROL FERMENT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14199;PICHIA R-SH-POLYPEPTIDE-1;0.8;Picria;genus;0.9;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;R-SH-POLYPEPTIDE-1;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; ;
14200;PICHIA R-SH-POLYPEPTIDE-19;0.8;Picria;genus;0.9;;http://www.theplantlist.org/tpl1.1/search?q=Picria;;;;;Plantaginaceae;Picria;0.83;;;;;;;;;;R-SH-POLYPEPTIDE-19;Accepted;Picria;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picria;;Plantaginaceae;true;tpl; ;
14201;OSAJIN FERMENT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14202;POMIFERIN FERMENT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14203;R-LEUCOSPORIDIUM POLYPEPTIDE-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14204;RETINOL FERMENT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14205;SEA SILT;0.4;Zea;genus;0.4;;"http://www.theplantlist.org/tpl1.1/search?q=Zea;http://plants.usda.gov/java/profile?symbol=ZEA";;;;;Poaceae;Zea;0.67;;;;;;;;;;SILT;Accepted;Zea;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Zea;http://plants.usda.gov/java/profile?symbol=ZEA";;Poaceae;true;"tpl;usda"; [Partial match] ;
14206;PICOLINAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14207;PICRAMIC ACID;0.47;Picramnia;genus;0.47;;http://www.theplantlist.org/tpl1.1/search?q=Picramnia;;;;;Picramniaceae;Picramnia;0.78;;;;;;;;;;ACID;Accepted;Picramnia;;genus;http://www.theplantlist.org/tpl1.1/search?q=Picramnia;;Picramniaceae;true;tpl; [Partial match] ;
14208;PICRASMA EXCELSA;1;Picrasma excelsa;species;1;(Sw.) Planch.;"http://www.theplantlist.org/tpl1.1/record/kew-2549056;http://www.tropicos.org/Name/29400082;http://plants.usda.gov/java/profile?symbol=PIEX";;;;;Simaroubaceae;Picrasma;1;excelsa;1;;;;;;;;;Accepted;Picrasma excelsa;(Sw.) Planch.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549056;http://www.tropicos.org/Name/29400082;http://plants.usda.gov/java/profile?symbol=PIEX";Picrasma excelsa;Simaroubaceae;true;"tpl;tropicos;usda"; ;
14209;PICRASMA QUASSIOIDES;1;Picrasma quassioides;species;1;(D.Don) Benn.;http://www.theplantlist.org/tpl1.1/record/kew-2549064;;;;;Simaroubaceae;Picrasma;1;quassioides;1;;;;;;;;;Accepted;Picrasma quassioides;(D.Don) Benn.;species;http://www.theplantlist.org/tpl1.1/record/kew-2549064;Picrasma quassioides;Simaroubaceae;true;tpl; ;
14210;PICRORHIZA KURROOA;1;Picrorhiza kurrooa;species;1;Royle;http://www.theplantlist.org/tpl1.1/record/kew-2549268;;;;;Plantaginaceae;Picrorhiza;1;kurrooa;1;;;;;;;;;No opinion;;;;;;;true;tpl; ;
14211;PIDOBENZONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14212;PIG ADIPOCYTE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14213;PIG ADIPOSE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14214;PIG DENTAL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14215;ADIPOCYTE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14216;BONE MARROW;0.46;Bona;genus;0.46;;"http://www.theplantlist.org/tpl1.1/search?q=Bona;";;;;;Fabaceae;Bona;0.75;;;;;;;;;;MARROW;No opinion;;;;";";;;true;"tpl;ildis"; [Partial match] ;
14217;PIG PLATELETS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14218;PIGMENT BLUE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14219;PIGMENT RED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14220;PIGSKIN EXTRACT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14221;PIKEA ROBUSTA;0.96;Pilea robusta;species;0.96;Liebm.;http://www.theplantlist.org/tpl1.1/record/kew-2545229;;;;;Urticaceae;Pilea;0.8;robusta;1;;;;;;;;;No opinion;;;;;;;true;tpl; ;
14222;PILOCARPUS MICROPHYLLUS;1;Pilocarpus microphyllus;species;1;Stapf ex Wardleworth;"http://www.theplantlist.org/tpl1.1/record/tro-28100225;http://www.tropicos.org/Name/28100225";;;;;Rutaceae;Pilocarpus;1;microphyllus;1;;;;;;;;;Accepted;Pilocarpus microphyllus;Stapf ex Wardleworth;species;"http://www.theplantlist.org/tpl1.1/record/tro-28100225;http://www.tropicos.org/Name/28100225";Pilocarpus microphyllus;Rutaceae;true;"tpl;tropicos"; ;
14223;PILOCARPUS PENNATIFOLIUS;1;Pilocarpus pennatifolius;species;1;Lem.;"http://www.theplantlist.org/tpl1.1/record/kew-2543310;http://www.tropicos.org/Name/28101326";;;;;Rutaceae;Pilocarpus;1;pennatifolius;1;;;;;;;;;Accepted;Pilocarpus pennatifolius;Lem.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2543310;http://www.tropicos.org/Name/28101326";Pilocarpus pennatifolius;Rutaceae;true;"tpl;tropicos"; ;
14224;PIMENTA ACRIS;1;Pimenta acris;species;1;(Sw.) Kostel.;http://www.theplantlist.org/tpl1.1/record/kew-156125;;;;;Myrtaceae;Pimenta;1;acris;1;;;;;;;;;Synonym;Pimenta racemosa;(Mill.) J.W.Moore;species;http://www.theplantlist.org/tpl1.1/record/kew-156163;Pimenta racemosa;Myrtaceae;true;tpl; ;
14225;PIMENTA DIOICA;1;Pimenta dioica;species;1;(L.) Merr.;"http://www.theplantlist.org/tpl1.1/record/kew-156136;http://www.tropicos.org/Name/22101787;http://plants.usda.gov/java/profile?symbol=PIDI2";;;;;Myrtaceae;Pimenta;1;dioica;1;;;;;;;;;Accepted;Pimenta dioica;(L.) Merr.;species;"http://www.theplantlist.org/tpl1.1/record/kew-156136;http://www.tropicos.org/Name/22101787;http://plants.usda.gov/java/profile?symbol=PIDI2";Pimenta dioica;Myrtaceae;true;"tpl;tropicos;usda"; ;
14226;PIMENTA RACEMOSA;1;Pimenta racemosa;species;1;(Mill.) J.W.Moore;http://www.theplantlist.org/tpl1.1/record/kew-156163;;;;;Myrtaceae;Pimenta;1;racemosa;1;;;;;;;;;Accepted;Pimenta racemosa;(Mill.) J.W.Moore;species;http://www.theplantlist.org/tpl1.1/record/kew-156163;Pimenta racemosa;Myrtaceae;true;tpl; ;
14227;FRUIT OIL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14228;PIMPINELLA ANISUM;1;Pimpinella anisum;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2402426;http://www.tropicos.org/Name/1700194;http://plants.usda.gov/java/profile?symbol=PIAN3";;;;;Apiaceae;Pimpinella;1;anisum;1;;;;;;;;;Accepted;Pimpinella anisum;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2402426;http://www.tropicos.org/Name/1700194;http://plants.usda.gov/java/profile?symbol=PIAN3";Pimpinella anisum;Apiaceae;true;"tpl;tropicos;usda"; ;
14229;PIMPINELLA BRACHYCARPA;1;Pimpinella brachycarpa;species;1;(Kom.) Nakai;"http://www.theplantlist.org/tpl1.1/record/tro-50005454;http://www.tropicos.org/Name/50005454";;;;;Apiaceae;Pimpinella;1;brachycarpa;1;;;;;;;;;Accepted;Pimpinella brachycarpa;(Kom.) Nakai;species;"http://www.theplantlist.org/tpl1.1/record/tro-50005454;http://www.tropicos.org/Name/50005454";Pimpinella brachycarpa;Apiaceae;true;"tpl;tropicos"; ;
14230;PIMPINELLA GUSTAVOHEGIANA;1;Pimpinella gustavohegiana;species;1;Koidz.;"http://www.theplantlist.org/tpl1.1/record/kew-2403127;http://www.tropicos.org/Name/50185365";;;;;Apiaceae;Pimpinella;1;gustavohegiana;1;;;;;;;;;No opinion;;;;";";;;true;"tpl;tropicos"; ;
14231;PIMPINELLA SAXIFRAGA;1;Pimpinella saxifraga;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2402811;http://www.tropicos.org/Name/1700201;http://plants.usda.gov/java/profile?symbol=PISA";;;;;Apiaceae;Pimpinella;1;saxifraga;1;;;;;;;;;Accepted;Pimpinella saxifraga;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2402811;http://www.tropicos.org/Name/1700201;http://plants.usda.gov/java/profile?symbol=PISA";Pimpinella saxifraga;Apiaceae;true;"tpl;tropicos;usda"; ;
14232;PINACOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14233;PINANAL;0.69;Pinanga;genus;0.69;;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;;;;Arecaceae;Pinanga;0.71;;;;;;;;;;;Accepted;Pinanga;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;Arecaceae;true;"tpl;usda"; ;
14234;PINANE CARBALDEHYDE;0.44;Pinanga;genus;0.44;;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;;;;Arecaceae;Pinanga;0.71;;;;;;;;;;CARBALDEHYDE;Accepted;Pinanga;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;Arecaceae;true;"tpl;usda"; [Partial match] ;
14235;PINANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14236;PINANYL METHYL;0.44;Pinanga;genus;0.44;;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;;;;Arecaceae;Pinanga;0.71;;;;;;;;;;METHYL;Accepted;Pinanga;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Pinanga;http://plants.usda.gov/java/profile?symbol=PINAN";;Arecaceae;true;"tpl;usda"; [Partial match] ;
14237;PINEAMIDOPROPYL BETAINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14238;PINENE;0.69;Pinknea;genus;0.69;;http://www.theplantlist.org/tpl1.1/search?q=Pinknea;;;;;Rubiaceae;Pinknea;0.71;;;;;;;;;;;No opinion;;;;;;;true;tpl; ;
14239;PINUS BANKSIANA;1;Pinus banksiana;species;1;Lamb.;"http://www.theplantlist.org/tpl1.1/record/kew-2563220;http://www.tropicos.org/Name/24900179;http://plants.usda.gov/java/profile?symbol=PIBA2";;;;;Pinaceae;Pinus;1;banksiana;1;;;;;;;;;Accepted;Pinus banksiana;Lamb.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563220;http://www.tropicos.org/Name/24900179;http://plants.usda.gov/java/profile?symbol=PIBA2";Pinus banksiana;Pinaceae;true;"tpl;tropicos;usda"; ;
14240;PINUS BUNGEANA;1;Pinus bungeana;species;1;Zucc. ex Endl.;"http://www.theplantlist.org/tpl1.1/record/kew-2563114;http://www.tropicos.org/Name/24900021;http://plants.usda.gov/java/profile?symbol=PIBU2";;;;;Pinaceae;Pinus;1;bungeana;1;;;;;;;;;Accepted;Pinus bungeana;Zucc. ex Endl.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563114;http://www.tropicos.org/Name/24900021;http://plants.usda.gov/java/profile?symbol=PIBU2";Pinus bungeana;Pinaceae;true;"tpl;tropicos;usda"; ;
14241;PINUS CEMBRA;1;Pinus cembra;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2563139;http://plants.usda.gov/java/profile?symbol=PICE2";;;;;Pinaceae;Pinus;1;cembra;1;;;;;;;;;Accepted;Pinus cembra;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2563139;http://plants.usda.gov/java/profile?symbol=PICE2";Pinus cembra;Pinaceae;true;"tpl;usda"; ;
14242;PINUS HALEPENSIS;1;Pinus halepensis;species;1;Mill.;"http://www.theplantlist.org/tpl1.1/record/kew-2561998;http://www.tropicos.org/Name/24900028;http://plants.usda.gov/java/profile?symbol=PIHA7";;;;;Pinaceae;Pinus;1;halepensis;1;;;;;;;;;Accepted;Pinus halepensis;Mill.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2561998;http://www.tropicos.org/Name/24900028;http://plants.usda.gov/java/profile?symbol=PIHA7";Pinus halepensis;Pinaceae;true;"tpl;tropicos;usda"; ;
14243;PINUS HELDREICHII;1;Pinus heldreichii;species;1;Christ;http://www.theplantlist.org/tpl1.1/record/kew-2562027;;;;;Pinaceae;Pinus;1;heldreichii;1;;;;;;;;;Accepted;Pinus heldreichii;Christ;species;http://www.theplantlist.org/tpl1.1/record/kew-2562027;Pinus heldreichii;Pinaceae;true;tpl; ;
14244;PINUS KORAINSIS;0.98;Pinus koraiensis;species;0.98;Siebold & Zucc.;"http://www.theplantlist.org/tpl1.1/record/kew-2561659;http://www.tropicos.org/Name/24900030;http://plants.usda.gov/java/profile?symbol=PIKO2";;;;;Pinaceae;Pinus;1;koraiensis;0.9;;;;;;;;;Accepted;Pinus koraiensis;Siebold & Zucc.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2561659;http://www.tropicos.org/Name/24900030;http://plants.usda.gov/java/profile?symbol=PIKO2";Pinus koraiensis;Pinaceae;true;"tpl;tropicos;usda"; ;
14245;PINUS LAMBERTIANA;1;Pinus lambertiana;species;1;Douglas;"http://www.theplantlist.org/tpl1.1/record/kew-2561667;http://www.tropicos.org/Name/24900196;http://plants.usda.gov/java/profile?symbol=PILA";;;;;Pinaceae;Pinus;1;lambertiana;1;;;;;;;;;Accepted;Pinus lambertiana;Douglas;species;"http://www.theplantlist.org/tpl1.1/record/kew-2561667;http://www.tropicos.org/Name/24900196;http://plants.usda.gov/java/profile?symbol=PILA";Pinus lambertiana;Pinaceae;true;"tpl;tropicos;usda"; ;
14246;PINUS LAURICIO;0.98;Pinus laricio;species;0.98;Poir.;http://www.theplantlist.org/tpl1.1/record/kew-2561643;;;;;Pinaceae;Pinus;1;laricio;0.88;;;;;;;;;Synonym;Pinus nigra subsp. laricio;Maire;subspecies;http://www.theplantlist.org/tpl1.1/record/kew-2872284;Pinus nigra;Pinaceae;true;tpl; [Ambiguous match] ;
14247;PINUS LONGIFOLIA;1;Pinus longifolia;species;1;Roxb. ex Lamb.;http://www.theplantlist.org/tpl1.1/record/kew-2561809;;;;;Pinaceae;Pinus;1;longifolia;1;;;;;;;;;Synonym;Pinus roxburghii;Sarg.;species;http://www.theplantlist.org/tpl1.1/record/kew-2562199;Pinus roxburghii;Pinaceae;true;tpl; [Ambiguous match] ;
14248;PINUS MUGO;1;Pinus mugo;species;1;Turra;"http://www.theplantlist.org/tpl1.1/record/kew-2562441;http://www.tropicos.org/Name/24900112;http://plants.usda.gov/java/profile?symbol=PIMU80";;;;;Pinaceae;Pinus;1;mugo;1;;;;;;;;;Accepted;Pinus mugo;Turra;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562441;http://www.tropicos.org/Name/24900112;http://plants.usda.gov/java/profile?symbol=PIMU80";Pinus mugo;Pinaceae;true;"tpl;tropicos;usda"; ;
14249;PINUS NIGRA;1;Pinus nigra;species;1;J.F.Arnold;http://www.theplantlist.org/tpl1.1/record/kew-2562349;;;;;Pinaceae;Pinus;1;nigra;1;;;;;;;;;Accepted;Pinus nigra;J.F.Arnold;species;http://www.theplantlist.org/tpl1.1/record/kew-2562349;Pinus nigra;Pinaceae;true;tpl; ;
14250;NEEDLE EXTRACT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14251;PINUS PALUSTRIS;1;Pinus palustris;species;1;Mill.;"http://www.theplantlist.org/tpl1.1/record/kew-2562456;http://www.tropicos.org/Name/24900204;http://plants.usda.gov/java/profile?symbol=PIPA2";;;;;Pinaceae;Pinus;1;palustris;1;;;;;;;;;Accepted;Pinus palustris;Mill.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562456;http://www.tropicos.org/Name/24900204;http://plants.usda.gov/java/profile?symbol=PIPA2";Pinus palustris;Pinaceae;true;"tpl;tropicos;usda"; ;
14252;PINUS PARVIFLORA;1;Pinus parviflora;species;1;Siebold & Zucc.;"http://www.theplantlist.org/tpl1.1/record/kew-2562542;http://www.tropicos.org/Name/24900037;http://plants.usda.gov/java/profile?symbol=PIPA12";;;;;Pinaceae;Pinus;1;parviflora;1;;;;;;;;;Accepted;Pinus parviflora;Siebold & Zucc.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562542;http://www.tropicos.org/Name/24900037;http://plants.usda.gov/java/profile?symbol=PIPA12";Pinus parviflora;Pinaceae;true;"tpl;tropicos;usda"; ;
14253;PINUS PENTAPHYLLA;1;Pinus pentaphylla;species;1;Mayr;http://www.theplantlist.org/tpl1.1/record/kew-2562528;;;;;Pinaceae;Pinus;1;pentaphylla;1;;;;;;;;;Synonym;Pinus parviflora var. pentaphylla;(Mayr) A.Henry;variety;http://www.theplantlist.org/tpl1.1/record/kew-2872391;Pinus parviflora;Pinaceae;true;tpl; ;
14254;PINUS PINASTER;1;Pinus pinaster;species;1;Aiton;"http://www.theplantlist.org/tpl1.1/record/kew-2562572;http://www.tropicos.org/Name/24900370;http://plants.usda.gov/java/profile?symbol=PIPI6";;;;;Pinaceae;Pinus;1;pinaster;1;;;;;;;;;Accepted;Pinus pinaster;Aiton;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562572;http://www.tropicos.org/Name/24900370;http://plants.usda.gov/java/profile?symbol=PIPI6";Pinus pinaster;Pinaceae;true;"tpl;tropicos;usda"; ;
14255;PINUS PINEA;1;Pinus pinea;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2562556;http://plants.usda.gov/java/profile?symbol=PIPI7";;;;;Pinaceae;Pinus;1;pinea;1;;;;;;;;;Accepted;Pinus pinea;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562556;http://plants.usda.gov/java/profile?symbol=PIPI7";Pinus pinea;Pinaceae;true;"tpl;usda"; ;
14256;PINUS PONDEROSA;1;Pinus ponderosa;species;1;Douglas ex C.Lawson;http://www.theplantlist.org/tpl1.1/record/kew-2562565;;;;;Pinaceae;Pinus;1;ponderosa;1;;;;;;;;;Accepted;Pinus ponderosa;Douglas ex C.Lawson;species;http://www.theplantlist.org/tpl1.1/record/kew-2562565;Pinus ponderosa;Pinaceae;true;tpl; ;
14257;PINUS PUMILA;1;Pinus pumila;species;1;(Pall.) Regel;"http://www.theplantlist.org/tpl1.1/record/kew-2562479;http://www.tropicos.org/Name/24900039;http://plants.usda.gov/java/profile?symbol=PIPU6";;;;;Pinaceae;Pinus;1;pumila;1;;;;;;;;;Accepted;Pinus pumila;(Pall.) Regel;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562479;http://www.tropicos.org/Name/24900039;http://plants.usda.gov/java/profile?symbol=PIPU6";Pinus pumila;Pinaceae;true;"tpl;tropicos;usda"; ;
