Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
14068;PHENYLDIMETHOXYACETOPHENONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14069;PHENYLENE BIS-DIPHENYLTRIAZINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14070;PHENYLETHOXYACETALDEHYDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14071;PHENYLETHYL RESORCINOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14072;PHENYLETHYLIDENE-BIS-INDOLE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14073;PHENYLETHYLPYRIDINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14074;PHENYLISOHEXANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14075;PHENYLISOPROPYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14076;PHENYLMETHYLPENTANAL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14077;PHENYLMETHYLSULFONYL FLUORIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14078;PHENYLPARABEN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14079;PHENYLPENTANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14080;PHENYLPROPANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14081;PHENYLPROPANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14082;PHENYLPROPIONALDEHYDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14083;PHENYLPROPYL ETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14084;PHENYLPROPYLDIMETHYLSILOXYSILICATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14085;PHENYLTHIAZOLYL FLUOROANILINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14086;PHENYLTHIOGLYCOLIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14087;PHEOPHORBIDE A;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14088;PHIALOPHORA PARASITICA;0.5;Phialiphora;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Phialiphora;;;;;Rubiaceae;Phialiphora;0.91;;;;;;;;;;PARASITICA;Accepted;Phialiphora;;genus;http://www.theplantlist.org/tpl1.1/search?q=Phialiphora;;Rubiaceae;true;tpl; [Partial match] ;
14089;PHILADELPHUS CORONARIUS;1;Philadelphus coronarius;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2530174;http://www.tropicos.org/Name/29100146;http://plants.usda.gov/java/profile?symbol=PHCO7";;;;;Hydrangeaceae;Philadelphus;1;coronarius;1;;;;;;;;;Accepted;Philadelphus coronarius;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2530174;http://www.tropicos.org/Name/29100146;http://plants.usda.gov/java/profile?symbol=PHCO7";Philadelphus coronarius;Hydrangeaceae;true;"tpl;tropicos;usda"; ;
14090;PHLOMIS KORAIENSIS;1;Phlomis koraiensis;species;1;Nakai;http://www.theplantlist.org/tpl1.1/record/kew-152278;;;;;Lamiaceae;Phlomis;1;koraiensis;1;;;;;;;;;Synonym;Phlomoides koraiensis;(Nakai) Kamelin & Makhm.;species;http://www.theplantlist.org/tpl1.1/record/kew-152559;Phlomoides koraiensis;Lamiaceae;true;tpl; ;
14091;PHLOMIS LYCHNITIS;1;Phlomis lychnitis;species;1;L.;http://www.theplantlist.org/tpl1.1/record/kew-152303;;;;;Lamiaceae;Phlomis;1;lychnitis;1;;;;;;;;;Accepted;Phlomis lychnitis;L.;species;http://www.theplantlist.org/tpl1.1/record/kew-152303;Phlomis lychnitis;Lamiaceae;true;tpl; ;
14092;PHLORETIN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14093;PHLORIDZIN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14094;PHLORIDZINYL GLUCOSIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14095;PHLOROGLUCINOL TRIMETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14096;PHLOX DRUMMONDII;1;Phlox drummondii;species;1;Hook.;"http://www.theplantlist.org/tpl1.1/record/kew-2567292;http://www.tropicos.org/Name/25800382;http://plants.usda.gov/java/profile?symbol=PHDR";;;;;Polemoniaceae;Phlox;1;drummondii;1;;;;;;;;;Accepted;Phlox drummondii;Hook.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2567292;http://www.tropicos.org/Name/25800382;http://plants.usda.gov/java/profile?symbol=PHDR";Phlox drummondii;Polemoniaceae;true;"tpl;tropicos;usda"; ;
14097;PHOENIX CANARIENSIS;1;Phoenix canariensis;species;1;Chabaud;http://www.theplantlist.org/tpl1.1/record/kew-152655;;;;;Arecaceae;Phoenix;1;canariensis;1;;;;;;;;;Accepted;Phoenix canariensis;Chabaud;species;http://www.theplantlist.org/tpl1.1/record/kew-152655;Phoenix canariensis;Arecaceae;true;tpl; ;
14098;PHOLIOTA MICROSPORA;0.5;Pholidota;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Pholidota;;;;;Orchidaceae;Pholidota;0.89;;;;;;;;;;MICROSPORA;Accepted;Pholidota;;genus;http://www.theplantlist.org/tpl1.1/search?q=Pholidota;;Orchidaceae;true;tpl; [Partial match] ;
14099;PHONOLITE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14100;PHORMIDIUM ELEMIS;0.5;Hormidium;genus;0.5;;"http://www.theplantlist.org/tpl1.1/search?q=Hormidium;";;;;;Orchidaceae;Hormidium;0.9;;;;;;;;;;ELEMIS;No opinion;;;;";";;;true;"tpl;usda"; [Partial match] ;
14101;PHORMIDIUM FERMENT;0.5;Hormidium;genus;0.5;;"http://www.theplantlist.org/tpl1.1/search?q=Hormidium;";;;;;Orchidaceae;Hormidium;0.9;;;;;;;;;;FERMENT;No opinion;;;;";";;;true;"tpl;usda"; [Partial match] ;
14102;PHORMIDIUM PERSICINUM;0.5;Hormidium;genus;0.5;;"http://www.theplantlist.org/tpl1.1/search?q=Hormidium;";;;;;Orchidaceae;Hormidium;0.9;;;;;;;;;;PERSICINUM;No opinion;;;;";";;;true;"tpl;usda"; [Partial match] ;
14103;PHORMIDIUM UNCINATUM;0.5;Hormidium;genus;0.5;;"http://www.theplantlist.org/tpl1.1/search?q=Hormidium;";;;;;Orchidaceae;Hormidium;0.9;;;;;;;;;;UNCINATUM;No opinion;;;;";";;;true;"tpl;usda"; [Partial match] ;
14104;PHOSPHATE BUFFERED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14105;PHOSPHATIDIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14106;PHOSPHATIDYLCHOLINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14107;PHOSPHATIDYLGLYCEROL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14108;PHOSPHATIDYLINOSITOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14109;PHOSPHATIDYLSERINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14110;PHOSPHOLIPIDS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14111;PHOSPHONOBUTANETRICARBOXYLIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14112;PHOSPHORIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14113;PHOSPHOROTHIOATE DNA-1;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14114;PHOSPHORUS PENTOXIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14115;PEG-10 DIMETHACRYLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14116;PHRAGMITES AUSTRALIS;1;Phragmites australis;species;1;(Cav.) Trin. ex Steud.;"http://www.theplantlist.org/tpl1.1/record/kew-433921;http://www.tropicos.org/Name/25511373;http://plants.usda.gov/java/profile?symbol=PHAU7";;;;;Poaceae;Phragmites;1;australis;1;;;;;;;;;Accepted;Phragmites australis;(Cav.) Trin. ex Steud.;species;"http://www.theplantlist.org/tpl1.1/record/kew-433921;http://www.tropicos.org/Name/25511373;http://plants.usda.gov/java/profile?symbol=PHAU7";Phragmites australis;Poaceae;true;"tpl;tropicos;usda"; ;
14117;PHRAGMITES KARKA;1;Phragmites karka;species;1;(Retz.) Trin. ex Steud.;"http://www.theplantlist.org/tpl1.1/record/kew-433999;http://www.tropicos.org/Name/25509878";;;;;Poaceae;Phragmites;1;karka;1;;;;;;;;;Accepted;Phragmites karka;(Retz.) Trin. ex Steud.;species;"http://www.theplantlist.org/tpl1.1/record/kew-433999;http://www.tropicos.org/Name/25509878";Phragmites karka;Poaceae;true;"tpl;tropicos"; ;
14118;PHRYMA LEPTOSTACHYA;1;Phryma leptostachya;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-153193;http://www.tropicos.org/Name/24700001;http://plants.usda.gov/java/profile?symbol=PHLE5";;;;;Phrymaceae;Phryma;1;leptostachya;1;;;;;;;;;Accepted;Phryma leptostachya;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-153193;http://www.tropicos.org/Name/24700001;http://plants.usda.gov/java/profile?symbol=PHLE5";Phryma leptostachya;Phrymaceae;true;"tpl;tropicos;usda"; ;
14119;GLYCIDYL DECANOATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14120;GLYCOLS COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14121;PHTHALIMIDOPEROXYCAPROIC ACID;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14122;PHYLLACANTHA FIBROSA;0.49;Phyllacanthus;genus;0.49;;http://www.theplantlist.org/tpl1.1/search?q=Phyllacanthus;;;;;Rubiaceae;Phyllacanthus;0.85;;;;;;;;;;FIBROSA;Accepted;Phyllacanthus;;genus;http://www.theplantlist.org/tpl1.1/search?q=Phyllacanthus;;Rubiaceae;true;tpl; [Partial match] ;
14123;PHYLLANTHUS ACIDUS;1;Phyllanthus acidus;species;1;(L.) Skeels;"http://www.theplantlist.org/tpl1.1/record/kew-153279;http://www.tropicos.org/Name/12800249;http://plants.usda.gov/java/profile?symbol=PHAC3";;;;;Phyllanthaceae;Phyllanthus;1;acidus;1;;;;;;;;;Accepted;Phyllanthus acidus;(L.) Skeels;species;"http://www.theplantlist.org/tpl1.1/record/kew-153279;http://www.tropicos.org/Name/12800249;http://plants.usda.gov/java/profile?symbol=PHAC3";Phyllanthus acidus;Phyllanthaceae;true;"tpl;tropicos;usda"; ;
14124;PHYLLANTHUS EMBLICA;1;Phyllanthus emblica;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-153790;http://www.tropicos.org/Name/12800411;http://plants.usda.gov/java/profile?symbol=PHEM2";;;;;Phyllanthaceae;Phyllanthus;1;emblica;1;;;;;;;;;Accepted;Phyllanthus emblica;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-153790;http://www.tropicos.org/Name/12800411;http://plants.usda.gov/java/profile?symbol=PHEM2";Phyllanthus emblica;Phyllanthaceae;true;"tpl;tropicos;usda"; ;
14125;PHYLLANTHUS NIRURI;1;Phyllanthus niruri;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-154454;http://www.tropicos.org/Name/12800264;http://plants.usda.gov/java/profile?symbol=PHNI2";;;;;Phyllanthaceae;Phyllanthus;1;niruri;1;;;;;;;;;Accepted;Phyllanthus niruri;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-154454;http://www.tropicos.org/Name/12800264;http://plants.usda.gov/java/profile?symbol=PHNI2";Phyllanthus niruri;Phyllanthaceae;true;"tpl;tropicos;usda"; ;
14126;PHYLLANTHUS URINARIA;1;Phyllanthus urinaria;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-155097;http://www.tropicos.org/Name/12800361;http://plants.usda.gov/java/profile?symbol=PHUR";;;;;Phyllanthaceae;Phyllanthus;1;urinaria;1;;;;;;;;;Accepted;Phyllanthus urinaria;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-155097;http://www.tropicos.org/Name/12800361;http://plants.usda.gov/java/profile?symbol=PHUR";Phyllanthus urinaria;Phyllanthaceae;true;"tpl;tropicos;usda"; ;
14127;PHYLLOSPADIX IWATENSIS;1;Phyllospadix iwatensis;species;1;Makino;"http://www.theplantlist.org/tpl1.1/record/kew-284458;http://www.tropicos.org/Name/26300429";;;;;Zosteraceae;Phyllospadix;1;iwatensis;1;;;;;;;;;Accepted;Phyllospadix iwatensis;Makino;species;"http://www.theplantlist.org/tpl1.1/record/kew-284458;http://www.tropicos.org/Name/26300429";Phyllospadix iwatensis;Zosteraceae;true;"tpl;tropicos"; ;
14128;PHYLLOSPADIX SCOULERI;1;Phyllospadix scouleri;species;1;Hook.;"http://www.theplantlist.org/tpl1.1/record/kew-308460;http://www.tropicos.org/Name/26300076;http://plants.usda.gov/java/profile?symbol=PHSC2";;;;;Zosteraceae;Phyllospadix;1;scouleri;1;;;;;;;;;Accepted;Phyllospadix scouleri;Hook.;species;"http://www.theplantlist.org/tpl1.1/record/kew-308460;http://www.tropicos.org/Name/26300076;http://plants.usda.gov/java/profile?symbol=PHSC2";Phyllospadix scouleri;Zosteraceae;true;"tpl;tropicos;usda"; ;
14129;PHYLLOSTACHYS AUREOSULCATA;1;Phyllostachys aureosulcata;species;1;McClure;"http://www.theplantlist.org/tpl1.1/record/kew-434058;http://www.tropicos.org/Name/25525266;http://plants.usda.gov/java/profile?symbol=PHAU80";;;;;Poaceae;Phyllostachys;1;aureosulcata;1;;;;;;;;;Accepted;Phyllostachys aureosulcata;McClure;species;"http://www.theplantlist.org/tpl1.1/record/kew-434058;http://www.tropicos.org/Name/25525266;http://plants.usda.gov/java/profile?symbol=PHAU80";Phyllostachys aureosulcata;Poaceae;true;"tpl;tropicos;usda"; ;
14130;PHYLLOSTACHYS EDULIS;1;Phyllostachys edulis;species;1;(Carrière) J.Houz.;http://www.theplantlist.org/tpl1.1/record/kew-434116;;;;;Poaceae;Phyllostachys;1;edulis;1;;;;;;;;;Accepted;Phyllostachys edulis;(Carrière) J.Houz.;species;http://www.theplantlist.org/tpl1.1/record/kew-434116;Phyllostachys edulis;Poaceae;true;tpl; ;
14131;SHOOT EXTRACT;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14132;PHYLLOSTACHYS NIGRA;1;Phyllostachys nigra;species;1;(Lodd. ex Lindl.) Munro;"http://www.theplantlist.org/tpl1.1/record/kew-434230;http://plants.usda.gov/java/profile?symbol=PHNI80";;;;;Poaceae;Phyllostachys;1;nigra;1;;;;;;;;;Accepted;Phyllostachys nigra;(Lodd. ex Lindl.) Munro;species;"http://www.theplantlist.org/tpl1.1/record/kew-434230;http://plants.usda.gov/java/profile?symbol=PHNI80";Phyllostachys nigra;Poaceae;true;"tpl;usda"; ;
14133;EDULIS SHOOT;0.4;Elelis;genus;0.4;;http://www.theplantlist.org/tpl1.1/search?q=Elelis;;;;;Lamiaceae;Elelis;0.67;;;;;;;;;;SHOOT;No opinion;;;;;;;true;tpl; [Partial match] ;
14134;PHYLLOSTACHYS RETICULATA;1;Phyllostachys reticulata;species;1;(Rupr.) K.Koch;http://www.theplantlist.org/tpl1.1/record/kew-434330;;;;;Poaceae;Phyllostachys;1;reticulata;1;;;;;;;;;Synonym;Phyllostachys bambusoides;Siebold & Zucc.;species;http://www.theplantlist.org/tpl1.1/record/kew-434065;Phyllostachys bambusoides;Poaceae;true;tpl; ;
14135;PHYMATOLITHON CALCAREUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14136;PHYMATOSORUS GROSSUS;1;Phymatosorus grossus;species;1;(Langsd. & Fisch.) Brownlie;"http://www.theplantlist.org/tpl1.1/record/tro-50338113;http://www.tropicos.org/Name/50338113;http://plants.usda.gov/java/profile?symbol=PHGR61";;;;;Polypodiaceae;Phymatosorus;1;grossus;1;;;;;;;;;Accepted;Phymatosorus grossus;(Langsd. & Fisch.) Brownlie;species;"http://www.theplantlist.org/tpl1.1/record/tro-50338113;http://www.tropicos.org/Name/50338113;http://plants.usda.gov/java/profile?symbol=PHGR61";Phymatosorus grossus;Polypodiaceae;true;"tpl;tropicos;usda"; ;
14137;PHYSALIS ALKEKENGI;1;Physalis alkekengi;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2549830;http://www.tropicos.org/Name/29600205;http://plants.usda.gov/java/profile?symbol=PHAL5";;;;;Solanaceae;Physalis;1;alkekengi;1;;;;;;;;;Accepted;Physalis alkekengi;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549830;http://www.tropicos.org/Name/29600205;http://plants.usda.gov/java/profile?symbol=PHAL5";Physalis alkekengi;Solanaceae;true;"tpl;tropicos;usda"; ;
14138;PHYSALIS ANGULATA;1;Physalis angulata;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2549815;http://www.tropicos.org/Name/29600086;http://plants.usda.gov/java/profile?symbol=PHAN5";;;;;Solanaceae;Physalis;1;angulata;1;;;;;;;;;Accepted;Physalis angulata;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549815;http://www.tropicos.org/Name/29600086;http://plants.usda.gov/java/profile?symbol=PHAN5";Physalis angulata;Solanaceae;true;"tpl;tropicos;usda"; ;
14139;PHYSALIS PERUVIANA;1;Physalis peruviana;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2549655;http://www.tropicos.org/Name/29600088;http://plants.usda.gov/java/profile?symbol=PHPE4";;;;;Solanaceae;Physalis;1;peruviana;1;;;;;;;;;Accepted;Physalis peruviana;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549655;http://www.tropicos.org/Name/29600088;http://plants.usda.gov/java/profile?symbol=PHPE4";Physalis peruviana;Solanaceae;true;"tpl;tropicos;usda"; ;
14140;PHYSALIS PRUINOSA;1;Physalis pruinosa;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2549665;http://www.tropicos.org/Name/29603921";;;;;Solanaceae;Physalis;1;pruinosa;1;;;;;;;;;Accepted;Physalis pruinosa;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549665;http://www.tropicos.org/Name/29603921";Physalis pruinosa;Solanaceae;true;"tpl;tropicos"; ;
14141;PHYSALIS PUBESCENS;1;Physalis pubescens;species;1;L.;"http://www.theplantlist.org/tpl1.1/record/kew-2549637;http://www.tropicos.org/Name/29600211;http://plants.usda.gov/java/profile?symbol=PHPU7";;;;;Solanaceae;Physalis;1;pubescens;1;;;;;;;;;Accepted;Physalis pubescens;L.;species;"http://www.theplantlist.org/tpl1.1/record/kew-2549637;http://www.tropicos.org/Name/29600211;http://plants.usda.gov/java/profile?symbol=PHPU7";Physalis pubescens;Solanaceae;true;"tpl;tropicos;usda"; ;
14142;PHYSCOMITRELLA PATENS;1;Physcomitrella patens;species;1;(Hedw.) Bruch & Schimp.;"http://www.theplantlist.org/tpl1.1/record/tro-35108841;http://www.tropicos.org/Name/35108841;http://plants.usda.gov/java/profile?symbol=PHPA21";;;;;Funariaceae;Physcomitrella;1;patens;1;;;;;;;;;Accepted;Physcomitrella patens;(Hedw.) Bruch & Schimp.;species;"http://www.theplantlist.org/tpl1.1/record/tro-35108841;http://www.tropicos.org/Name/35108841;http://plants.usda.gov/java/profile?symbol=PHPA21";Physcomitrella patens;Funariaceae;true;"tpl;tropicos;usda"; ;
14143;PHYSOCARPUS AMURENSIS;1;Physocarpus amurensis;species;1;(Maxim.) Maxim.;"http://www.theplantlist.org/tpl1.1/record/rjp-6697;http://www.tropicos.org/Name/27800285;http://plants.usda.gov/java/profile?symbol=PHAM14";;;;;Rosaceae;Physocarpus;1;amurensis;1;;;;;;;;;Accepted;Physocarpus amurensis;(Maxim.) Maxim.;species;"http://www.theplantlist.org/tpl1.1/record/rjp-6697;http://www.tropicos.org/Name/27800285;http://plants.usda.gov/java/profile?symbol=PHAM14";Physocarpus amurensis;Rosaceae;true;"tpl;tropicos;usda"; ;
14144;PHYSOSTEGIA VIRGINIANA;1;Physostegia virginiana;species;1;(L.) Benth.;"http://www.theplantlist.org/tpl1.1/record/kew-155820;http://www.tropicos.org/Name/17600244;http://plants.usda.gov/java/profile?symbol=PHVI8";;;;;Lamiaceae;Physostegia;1;virginiana;1;;;;;;;;;Accepted;Physostegia virginiana;(L.) Benth.;species;"http://www.theplantlist.org/tpl1.1/record/kew-155820;http://www.tropicos.org/Name/17600244;http://plants.usda.gov/java/profile?symbol=PHVI8";Physostegia virginiana;Lamiaceae;true;"tpl;tropicos;usda"; ;
14145;PHYTANTRIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14146;PHYTELEPHAS AEQUATORIALIS;1;Phytelephas aequatorialis;species;1;Spruce;"http://www.theplantlist.org/tpl1.1/record/kew-155961;http://www.tropicos.org/Name/2401613";;;;;Arecaceae;Phytelephas;1;aequatorialis;1;;;;;;;;;Accepted;Phytelephas aequatorialis;Spruce;species;"http://www.theplantlist.org/tpl1.1/record/kew-155961;http://www.tropicos.org/Name/2401613";Phytelephas aequatorialis;Arecaceae;true;"tpl;tropicos"; ;
14147;PHYTIC ACID;0.44;Phylica;genus;0.44;;http://www.theplantlist.org/tpl1.1/search?q=Phylica;;;;;Rhamnaceae;Phylica;0.71;;;;;;;;;;ACID;Accepted;Phylica;;genus;http://www.theplantlist.org/tpl1.1/search?q=Phylica;;Rhamnaceae;true;tpl; [Partial match] ;
14148;PHYTIN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14149;PHYTOECDYSTEROIDS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14150;PHYTOGLOBIN;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14151;PHYTOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14152;PHYTOLACCA BOGOTENSIS;1;Phytolacca bogotensis;species;1;Kunth;"http://www.theplantlist.org/tpl1.1/record/kew-2562784;http://www.tropicos.org/Name/24800022;http://plants.usda.gov/java/profile?symbol=PHBO9";;;;;Phytolaccaceae;Phytolacca;1;bogotensis;1;;;;;;;;;Accepted;Phytolacca bogotensis;Kunth;species;"http://www.theplantlist.org/tpl1.1/record/kew-2562784;http://www.tropicos.org/Name/24800022;http://plants.usda.gov/java/profile?symbol=PHBO9";Phytolacca bogotensis;Phytolaccaceae;true;"tpl;tropicos;usda"; ;
14153;PHYTONADIONE EPOXIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14154;PHYTOSPHINGOSINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14155;PHYTOSPHINGOSINE ACETAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14156;PHYTOSPHINGOSINE ASCORBATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14157;PHYTOSPHINGOSINE CYCLIC;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14158;PHYTOSPHINGOSINE GLYCOLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14159;PHYTOSPHINGOSINE HCL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14160;PHYTOSPHINGOSINE LACTATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14161;PHYTOSPHINGOSINE PCA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14162;PHYTOSPHINGOSINE PHOSPHATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14163;PHYTOSTEROLS;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14164;PHYTOSTERYL BUTYRATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14165;PHYTOSTERYL CANOLA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14166;PHYTOSTERYL CANOLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14167;PHYTOSTERYL CAPRYLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14168;PHYTOSTERYL GLUCOSIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14169;GLUCOSYLCERAMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
14170;PHYTOSTERYL HYDROXYSTEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
