"Species_TNRS";"Species";"Longitude";"Latitude";"Country";"Locality";"Elevation";"Event_date";"Extracted_from";"Restriction"
"Abeliophyllum distichum";"Paspalum distichum";144,6697;-37,7202;"Australia";"T2484100"; ;"2008-01-02";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,954;-41,2494;"New Zealand";""; ;"1975-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,958;-37,7052;"Australia";"T0754400"; ;"2011-01-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8306;-36,9694;"Australia";"500 m W of Tullaroop Creek on the Havelock-Baringhup road (Moolort Plains).";180;"1991-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,94136384;-30,720910975;"Australia";"locality withheld"; ;"2013-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1661;-37,1466;"Australia";"S1305200"; ;"1998-01-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,63289383;-34,802225621;"Australia";"locality withheld"; ;"2011-01-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,4005;-37,7817;"Australia";"Discretionary 1"; ;"2012-01-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,513334513;-30,685645797;"Australia";"locality withheld";144;"2007-01-31";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";176,286655;-38,185712;"New Zealand";""; ;"1947-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";141,5833;-38,25;"Australia";"S1802700"; ;"1980-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,1167;-35,2667;"Australia";"CULTIVATED: Glasshouse at The Australian National University in Canberra."; ;"1976-01-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8;-36,4;"Australia";"BRC2_NC178"; ;"2012-01-25";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,3667;-37,8833;"Australia";"Kallista, Dandenongs."; ;"1953-01-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,616767165;-32,855928422;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7289;-37,7576;"Australia";"Proposed Ravenhall Railway Precinct"; ;"2011-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2;-37,85;"Australia";"Vermont South, SW corner of Livingstone Road Primary School. Sports oval. [Coordinates supplied by collector (37 02 S; 145 12 E) are incorrect.]"; ;"1988-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,672398178;-32,295822184;"Australia";"locality withheld"; ;"2008-01-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1533;-37,6322;"Australia";"T0247400"; ;"2009-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,9167;-37,0667;"Australia";"Eden."; ;"1953-01-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7032;-36,8864;"Australia";"BRC2_NC269"; ;"2011-01-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9925;-37,5436;"Australia";"Donnybrook Road, Donnybrook"; ;"2011-01-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7916;-36,1547;"Australia";"S1349200"; ;"2007-01-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1102;-37,6369;"Australia";"B1851600"; ;"1987-01-22";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";176,056402;-39,92757;"New Zealand";""; ;"1945-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,992948;-37,946592;"New Zealand";""; ;"1963-01-31";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,54717;-31,44857;"Australia";""; ;"2004-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";141,7255;-38,1787;"Australia";"SW178"; ;"2012-01-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,53;-34,88;"Australia";"Bamarang, Shoalhaven River."; ;"1922-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8886;-37,76;"Australia";"T2420200"; ;"1997-01-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4;-34,55;"Australia";"Leeton."; ;"1936-01-10";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,596;-40,8224;"New Zealand";""; ;"1987-01-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8777;-36,418;"Australia";"U7510500"; ;"1997-01-03";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,6188;-33,34718;"Australia";""; ;"2004-01-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9997;-37,6544;"Australia";"E1157300"; ;"2005-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,4138;-35,1927;"Australia";"M3740100"; ;"2002-01-05";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";137,205278;-35,987222;"Australia";"Vivonne Bay"; ;"1950-01-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7042;-37,7958;"Australia";"SW378"; ;"2012-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";"Upper Yarra."; ;"1888-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,4167;-38,0167;"Australia";"Lake Struan Wildlife Reserve, 19 km ESE of Derrinallum."; ;"1979-01-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,673648162;-29,964010348;"Australia";"locality withheld"; ;"2008-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2669;-38,0805;"Australia";"T2455500"; ;"2005-01-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,0833333;-37,25;"New Zealand";""; ;"1887-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,868056;-34,818611;"Australia";"Torrens Lake"; ;"1908-01-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8602;-36,451;"Australia";"BRC2_NC178"; ;"2012-01-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,6519;-37,865;"Australia";"T2527500"; ;"2011-01-27";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";168,352;-46,615;"New Zealand";""; ;"2007-01-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9747;-37,6647;"Australia";"E0453600"; ;"1998-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,6683;-38,2486;"Australia";"T1410000"; ;"1990-01-01";"ALA";""
"Abeliophyllum distichum";"Thinopyrum distichum";115,43833333;-31,28222222;"Australia";"1 km S of Seabird,"; ;"1995-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";141,5333;-38,35;"Australia";"S1802600"; ;"1980-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9536;-37,7041;"Australia";"T0724300"; ;"2011-01-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,38333;-37,23333;"New Zealand";""; ;"1965-01-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2008-01-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,9547;-32,0394;"Australia";"Canning foreshore close to Djarlgarra Bridge on Roe Highway; Thornlie."; ;"2005-01-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,633333;-34,3;"Australia";"Martins Bend boat launching area (upper Murray)"; ;"1983-01-20";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,960227;-43,444085;"New Zealand";""; ;"2006-01-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,869867;-37,986934;"New Zealand";""; ;"1972-01-31";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";144,9167;-37,85;"Australia";"Hobsons Bay."; ;"1884-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9972;-37,6511;"Australia";"E1158100"; ;"2005-01-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9663;-37,7322;"Australia";"T0762700"; ;"2011-01-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,021036;-35,461155;"Australia";"Paddys River, ACT"; ;"2019-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,05;-36,3;"Australia";"Riverina.  Bungeet. Vic. Grid Ref.: R 13."; ;"1936-02-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,434919402;-33,230821002;"Australia";"locality withheld";10;"2005-02-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,093955894;-28,472465977;"Australia";"locality withheld";866;"2006-02-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,8461;-36,0727;"Australia";"F2145400"; ;"1994-02-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4638;-38,1983;"Australia";"C2500200"; ;"1981-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,025;-37,9208333;"Australia";"Melbourne SE suburb of Bentleigh, private property at No. 8 Clairmont Avenue."; ;"2016-02-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,15;-35,9667;"Australia";"Fowlers Swamp Creek, Bowna."; ;"1937-02-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,6691;-37,9166;"Australia";"F5655800"; ;"2002-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,430828248;-33,233366817;"Australia";"locality withheld";8;"2003-02-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";142,8061;-34,6169;"Australia";"KWR06A00"; ;"1997-02-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,117821268;-33,71508949;"Australia";"locality withheld"; ;"1952-02-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,741;-24,516;"Australia";"lagoon and adjacent riparian zone"; ;"2009-02-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,78611111;-19,29083333;"Australia";"ANDERSON PARK, TOWNSVILLE."; ;"2005-02-11";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,7;-47,1667;"";""; ;"1972-02-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2008-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8719;-38,3927;"Australia";"E2309900"; ;"1994-02-17";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";149,0833;-35,2833;"Australia";"[CULTIVATED:] Yarralumla Nursery."; ;"1975-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,067083674;-29,503968647;"Australia";"locality withheld"; ;"2011-02-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,9502;-38,4652;"Australia";"E1186100"; ;"2006-02-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,7;-34,78;"Australia";"Berry."; ;"1933-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,857476659;-33,442905909;"Australia";"locality withheld"; ;"2018-02-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0666;-37,7436;"Australia";"T0303300"; ;"2006-02-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,8399239372;-27,7379810565;"Australia";"BUNDAMBA LAGOON, OFF RIPLEY RD, SOUTH RIPLEY."; ;"2013-02-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,3347;-38,3177;"Australia";"C2503700"; ;"1981-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,751389;-34,179444;"Australia";"Renmark"; ;"1942-02-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8808;-37,6744;"Australia";"T2402000"; ;"1998-02-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,469272731;-33,250571686;"Australia";"locality withheld"; ;"2009-02-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,524413074;-30,76950277;"Australia";"locality withheld"; ;"2009-02-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,2583333333;-21,2583333333;"Australia";"DUDGEON POINT MACKAY"; ;"1993-02-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,904983204;-33,802067362;"Australia";"locality withheld"; ;"2007-02-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,22;-33,9;"Australia";"Centennial Park."; ;"1899-02-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";148,7667;-37,5833;"Australia";"Arte River, 30 km NE of Orbost.";300;"1990-02-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4822222222;-22,3186111111;"Australia";"MELLALUKA NW OF CLERMONT (GPS 22 19 07 146 28 56)"; ;"1998-02-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,659503611;-34,911327802;"Australia";"locality withheld"; ;"2013-02-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,994019264;-31,589407125;"Australia";"locality withheld";430;"1996-02-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,5019;-37,8494;"Australia";"11003.2"; ;"2011-02-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,0381;-35,2872;"Australia";"Coppin's Crossing, Molonglo River."; ;"1960-02-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3388;-37,4586;"Australia";"F0017900"; ;"1996-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,767;-41,2833;"New Zealand";""; ;"1906-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7461;-36,8772;"Australia";"S2539700"; ;"2008-02-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2008-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,63;-34,924167;"Australia";"107 Kensington R[oa]d Norwood"; ;"1958-02-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,168;-38,0922;"Australia";"T2465200"; ;"2006-02-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,905;-37,7169;"Australia";"T0722100"; ;"2011-02-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,0769;-38,1247;"Australia";"Sale Game Reserve boardwalk area [Sale Common]."; ;"2007-02-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,441080987;-33,258361062;"Australia";"locality withheld"; ;"2012-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"South Africa";"Prov. [Province] Transvaal. Dist.[District]. Pretoria. Sewage Works.";1400;"1948-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,967698;-37,856119;"New Zealand";""; ;"2009-02-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,291932907;-31,700211645;"Australia";"locality withheld";383;"2004-02-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,079154646;-29,476949282;"Australia";"locality withheld"; ;"2011-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,78611111;-19,29083333;"Australia";"ANDERSON PARK, TOWNSVILLE."; ;"2005-02-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,87;-32,05;"Australia";"Belltrees, via Scone."; ;"1920-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,5833333333;-26,75;"Australia";"CHINCHILLA"; ;"1931-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3022;-38,0297;"Australia";"T0923700"; ;"2007-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,65;-33,05;"Australia";"North Brotherony SW [W] of Condobolin. Near Lachlan River. (8231)."; ;"1974-02-23";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";166,017;-50,85;"";""; ;"1973-02-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,7434541493;-34,8146476423;"Australia";"Coomonderry Swamp, South coast T5."; ;"1993-02-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";"Conjuboy Station"; ;"1954-02-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,201183041;-34,798431666;"Australia";"locality withheld";60;"1974-02-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3779;-38,0798;"Australia";"T0933862"; ;"2010-02-02";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum"; ; ;"New Zealand";""; ;"2018-02-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,65;-37,7667;"Australia";"Millgrove, 2 miles west of Warburton."; ;"1961-02-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,1;-33,88;"Australia";"Homebush."; ;"1894-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,053859207;-29,508550478;"Australia";"locality withheld"; ;"2011-02-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,000739671;-33,119653363;"Australia";"locality withheld"; ;"2010-02-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,805772555;-33,852791717;"Australia";"locality withheld"; ;"2012-02-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,684003007;-32,853775926;"Australia";"locality withheld"; ;"2019-02-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,8675;-38,3922;"Australia";"E2309200"; ;"1994-02-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,833;-37,5497;"Australia";"S1354300"; ;"2008-02-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,09;-37,6975;"Australia";"T2455900"; ;"2005-02-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1816;-38,6002;"Australia";"U4051700"; ;"2004-02-04";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,186353;-41,148202;"New Zealand";""; ;"1990-02-13";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,32;-45,9775;"New Zealand";""; ;"1947-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,7141;-38,628;"Australia";"E1126800"; ;"2004-02-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,909764314;-32,280236022;"Australia";"locality withheld"; ;"2008-02-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,968;-37,6377;"Australia";"E0454600"; ;"1998-02-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1438889;-36,6330556;"Australia";"c. 17 km (direct line) SE of Benalla, east side of Mollyullah-Tatong Road, c. 100 m south of Mollyullah Road."; ;"2016-02-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,034465348;-33,658099138;"Australia";"locality withheld"; ;"2008-02-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,99717702;-31,589333043;"Australia";"locality withheld";430;"1996-02-27";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";172,670826;-43,523574;"New Zealand";""; ;"1968-02-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,25;-30,97;"Australia";"Via Gunnedah."; ;"1943-02-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,814794563;-33,809242576;"Australia";"locality withheld"; ;"2019-02-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,8;-38,5;"Australia";"Discretional 14"; ;"2012-02-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,5833333333;-23,75;"Australia";"8KM CK C 14KM S OF ROCKHAMPTON"; ;"1980-02-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,25;-30,97;"Australia";"Via Gunnedah."; ;"1943-02-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9436;-37,6969;"Australia";"T0723400"; ;"2011-02-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0836;-37,6697;"Australia";"T1956400"; ;"1987-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,117877447;-33,115114485;"Australia";"locality withheld"; ;"1974-02-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1252;-37,5622;"Australia";"T0018700"; ;"1999-02-03";"ALA";""
