"Species_TNRS";"Species";"Longitude";"Latitude";"Country";"Locality";"Elevation";"Event_date";"Extracted_from";"Restriction"
"Abeliophyllum distichum";"Paspalum distichum";150,010893733;-30,588135621;"Australia";"locality withheld";247;"2001-05-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2869;-38,1316;"Australia";"T2406000"; ;"1999-05-25";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,539029;-38,446139;"Australia";""; ;"2018-05-05";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,2167;-42,9;"Australia";"Fern Glade[Mt Wellington].";609,6;"1976-05-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,0991;-35,52435;"Australia";""; ;"2013-05-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,467964932;-35,115156469;"Australia";"locality withheld"; ;"1982-05-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,7421;-36,0537;"Australia";"NE133_2"; ;"2011-05-19";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,6613;-37,7;"Australia";"F5320300"; ;"1993-05-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,4519;-36,1411;"Australia";"O3663500"; ;"2008-05-17";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";123,23519444;-33,94472222;"Australia";"Thomas Fishery track, Cape Arid National Park"; ;"2004-05-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,161027257;-32,381496133;"Australia";"locality withheld";250;"1988-05-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1002;-37,7386;"Australia";"N2665600"; ;"1997-05-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,991759885;-32,006970139;"Australia";"locality withheld";220;"2001-05-23";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";113,78333333;-28,46666667;"Australia";"Beacon Island, Houtman Abrolhos"; ;"1994-05-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,846331105;-33,090322032;"Australia";"locality withheld"; ;"1997-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0863;-37,7472;"Australia";"N2650000"; ;"1997-05-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,34557;-35,65533;"Australia";""; ;"2013-05-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,818;-35,22148;"Australia";""; ;"2016-05-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3197;-37,6959;"Australia";"B0101100"; ;"1979-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,0344;-37,738;"Australia";"S0835000"; ;"1998-05-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1097;-36,8233;"Australia";"S2364500"; ;"1981-05-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3819;-37,6511;"Australia";"E0042500"; ;"1990-05-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2702;-36,2619;"Australia";"U7501000"; ;"1993-05-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7891;-37,8622;"Australia";"T2477600"; ;"2007-05-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,1;-36,3;"Australia";"NE146_2"; ;"2011-05-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,0833333333;-31,1;"Australia";"15 km E of Tamworth along Dungowan Road"; ;"1986-05-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,9947;-37,6883;"Australia";"S0835700"; ;"1998-05-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,938;-37,6894;"Australia";"E2352800"; ;"1993-05-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,546074007;-30,759404925;"Australia";"locality withheld"; ;"1992-05-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2354;-37,7206;"Australia";"B0100200"; ;"1979-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,903930299;-33,920972331;"Australia";"locality withheld"; ;"2011-05-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,4194;-36,2647;"Australia";"U7509800"; ;"1995-05-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";156;-40;"Australia";"locality withheld"; ;"1990-05-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2458;-37,6719;"Australia";"E0042400"; ;"1990-05-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,891944;-34;"Australia";"[0.5] m[iles] E of Lock 6. R[iver] Murray"; ;"1983-05-19";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,575438852;-30,742584862;"Australia";"locality withheld"; ;"1992-05-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,576775391;-30,738969591;"Australia";"locality withheld"; ;"1992-05-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,543671768;-32,220784913;"Australia";"locality withheld"; ;"2006-05-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,12;-29,77;"Australia";"Pillar Valley."; ;"1936-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,0455;-38,2961;"Australia";"N1563700"; ;"1986-05-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,543874802;-30,925441618;"Australia";"locality withheld"; ;"1992-05-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,541859331;-30,753106246;"Australia";"locality withheld"; ;"1992-05-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0422;-37,7238;"Australia";"T2403000"; ;"1998-05-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,0363;-37,6594;"Australia";"S0831200"; ;"1998-05-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,84586;-33,90855;"Australia";"locality withheld"; ;"2008-05-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7136;-37,8475;"Australia";"T2533100"; ;"2012-05-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,308;-37,7802;"Australia";"C1205200"; ;"1979-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0863;-37,7472;"Australia";"N2647000"; ;"1997-05-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1935;-36,7458;"Australia";"101005"; ;"2006-05-23";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4047;-38,2633;"Australia";"F1210800"; ;"1988-05-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9697;-37,6072;"Australia";"T2439500"; ;"2003-05-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,533297;-32,424116;"Australia";"locality withheld"; ;"2015-05-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,8453;-33,9113944;"Australia";"locality withheld"; ;"2008-05-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,0427;-38,2238;"Australia";"N1563500"; ;"1986-05-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,7486;-38,6323;"Australia";"Broadbeach Resort Village"; ;"2010-05-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,34665;-35,64353;"Australia";""; ;"2013-05-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9394;-37,6855;"Australia";"E2352500"; ;"1993-05-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3;-36,6211;"Australia";"F0089300"; ;"1997-05-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,5627;-37,7133;"Australia";"T0918600"; ;"2006-05-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,489408294;-33,074854372;"Australia";"locality withheld"; ;"2005-05-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,2546;-35,55677;"Australia";""; ;"2013-05-29";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";137,447778;-34,138333;"Australia";"Cape Elizabeth"; ;"2005-05-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,655164175;-32,843791974;"Australia";"locality withheld"; ;"2008-05-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,128796854;-32,444139851;"Australia";"locality withheld"; ;"2009-05-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,513720458;-34,725651105;"Australia";"locality withheld";70;"1999-05-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,5833;-35,9833;"Australia";"14.5 km WSW of Walwa Post Office, private property."; ;"1980-05-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,856649064;-33,590481171;"Australia";"locality withheld"; ;"1992-05-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,921605413;-31,587953384;"Australia";"locality withheld"; ;"2010-05-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,572095997;-30,742599638;"Australia";"locality withheld"; ;"1992-05-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,57156835;-30,741699627;"Australia";"locality withheld"; ;"1992-05-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,553420705;-28,833583671;"Australia";"locality withheld"; ;"2006-05-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,921916908;-33,564543554;"Australia";"locality withheld"; ;"1991-05-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7044;-37,7346;"Australia";"8794"; ;"2004-05-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,87;-31,97;"Australia";"Between South Perth and Victoria Park."; ;"1904-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,805;-36,3488;"Australia";"U7512400"; ;"1996-05-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,574185282;-30,742590413;"Australia";"locality withheld"; ;"1992-05-28";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,497882171;-32,062837524;"Australia";"locality withheld"; ;"2004-05-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,872;-35,16362;"Australia";""; ;"2016-05-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3677;-36,3408;"Australia";"O3666300"; ;"2008-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,45823;-33,28097;"Australia";"locality withheld"; ;"2014-05-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,360224592;-29,125064489;"Australia";"locality withheld";272;"2006-05-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,1215;-36,3652;"Australia";"NE145_2"; ;"2011-05-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,5166;-38,5663;"Australia";"E2713716"; ;"2010-05-25";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,2167;-42,9;"Australia";"Fern Glade[Mt Wellington].";609,6;"1976-05-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,25363;-35,5583;"Australia";""; ;"2013-05-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2238;-36,6844;"Australia";"F0087600"; ;"1997-05-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,2417;-36,676;"Australia";"NE184_2"; ;"2011-05-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3322;-37,5833;"Australia";"S0845800"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,6621819;-35,25541971;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,49684438;-35,36298978;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2569;-38,0191;"Australia";"E1804300"; ;"1990-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,489817607;-33,241804154;"Australia";"locality withheld"; ;"2003-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,571111;-34,456667;"Australia";"Thiele's Landing, Loxton, 2 m from water's edge"; ;"1986-06-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613665842;-32,854018035;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,958333333;-27,825;"Australia";"WARRILL VIEW"; ;"1995-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0172;-36,37;"Australia";"U7506800"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,1009;-37,5784;"Australia";"101407"; ;"2007-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,388498041;-32,69429078;"Australia";"locality withheld"; ;"2002-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,63379706;-35,42128887;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,25;-42,883333;"Australia";"Mt Wellington"; ;"1904-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3392;-37,6408;"Australia";"FFSURVEYID 2659447"; ;"2012-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,776640828;-33,622887455;"Australia";"locality withheld"; ;"2009-06-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,756123;-37,990761;"New Zealand";""; ;"1966-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4002;-37,713;"Australia";"S0838800"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,72342939;-35,44855998;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,119986945;-32,085880762;"Australia";"locality withheld";331;"2006-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";177,837382;-38,473142;"New Zealand";""; ;"1955-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,63089694;-35,39975601;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614418356;-32,853728731;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7597;-37,8161;"Australia";"T2495100"; ;"2009-06-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3105;-37,605;"Australia";"S0845000"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";141,8446;-38,1986;"Australia";"W227_2"; ;"2011-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,90933156;-33,693731997;"Australia";"locality withheld"; ;"2006-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2233;-36,4991;"Australia";"U7506000"; ;"1995-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3502;-37,6336;"Australia";"S0844400"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0225;-36,3766;"Australia";"U7507900"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,4086;-39,0211;"Australia";"U3021000"; ;"1994-06-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,18279606;-35,12386596;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,4641;-39,0305;"Australia";"U3021400"; ;"1994-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,470918752;-34,745367999;"Australia";"locality withheld";60;"1999-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0788;-36,3491;"Australia";"U7504400"; ;"1992-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,799647;-33,438649;"Australia";"locality withheld"; ;"2014-06-26";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,600327553;-30,577794373;"Australia";"locality withheld"; ;"1992-06-15";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,75;-43,1;"Australia";"Zig Zag Track, Arve Road"; ;"1995-06-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,597651246;-30,566527233;"Australia";"locality withheld"; ;"1992-06-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,195;-36,3925;"Australia";"U7505300"; ;"1993-06-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,129341723;-33,234389216;"Australia";"locality withheld"; ;"2012-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3383;-36,5058;"Australia";"S1310100"; ;"2000-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,9113;-37,6061;"Australia";"T0925900"; ;"2007-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,4667;-35,8333;"Australia";"Ulupna Island, Murray River, 29 km north of Numurkah Post Office."; ;"1979-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,251479384;-33,975829071;"Australia";"locality withheld"; ;"2014-06-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,8333;-23,5;"Australia";"Coastal, just S of Rockhampton."; ;"1976-06-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,637341627;-34,762945856;"Australia";"locality withheld"; ;"1996-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,550823909;-28,513398752;"Australia";"locality withheld"; ;"2017-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7388;-36,1227;"Australia";"D2805400"; ;"1990-06-25";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,8833;-37,55;"Australia";"Yarra Ranges National Park, Marysville Woods Point Road, Cumberland Scenic Reserve, walking track from Cambarville picnic area to crossing of Cumberland creek (along The Big Tree). AGM 55 401--- 5842---.";900;"2001-06-24";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,022837604;-34,293360263;"Australia";"locality withheld";81;"2001-06-20";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,274544728;-33,706764618;"Australia";"locality withheld"; ;"1995-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3667;-36,35;"Australia";"Reedy Swamp, 5 km north-west of Shepparton Post Office."; ;"1979-06-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,2744;-37,6063;"Australia";"S0846400"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,2991;-37,5508;"Australia";"S0847100"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,25;-37,4167;"Australia";"Wallaby Creek, Melbourne Metropolitan Board of Works Reserve."; ;"1947-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1613;-38,018;"Australia";"T2430400"; ;"2002-06-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,75379912;-35,46075826;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,78;-38,0022;"Australia";"U0703200"; ;"2009-06-16";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,366;-40,6887;"New Zealand";""; ;"1932-06-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,68523221;-35,22925256;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,972583887;-33,439997236;"Australia";"locality withheld"; ;"2001-06-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,755;-38,627;"Australia";"CE222_2r"; ;"2011-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4058;-38,265;"Australia";"F1211600"; ;"1988-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,585403791;-30,697423459;"Australia";"locality withheld"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,882;-38,3844;"Australia";"Henry Wilson Drive, Rosebud"; ;"2013-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0436;-36,3838;"Australia";"U7508000"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3394;-36,5416;"Australia";"S1310900"; ;"2000-06-29";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4588;-37,7483;"Australia";"S0840500"; ;"1998-06-09";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613785622;-32,858682427;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614067093;-32,855014624;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,4191;-37,7;"Australia";"S0843500"; ;"1998-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,7;-38,6;"Australia";"CE222_2r"; ;"2011-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,333;-38,0908;"Australia";"T0218100"; ;"2009-06-15";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,77214108;-32,734852866;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,2372;-38,038;"Australia";"T2430000"; ;"2002-06-05";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";151,3;-33,72;"Australia";"Collaroy Beach."; ;"1944-06-07";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,77404009;-32,733338071;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,582790697;-30,696984037;"Australia";"locality withheld"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,470344179;-33,261564666;"Australia";"locality withheld";10;"2003-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,1863;-36,3805;"Australia";"U7505200"; ;"1993-06-17";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,62734448;-35,27143328;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,87729694;-31,024386151;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,696474442;-32,834595455;"Australia";"locality withheld"; ;"2014-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613665842;-32,854018035;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,834611;-31,45613301;"Australia";"locality withheld";15;"2016-06-02";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,243889;-35,131111;"Australia";"Murray Bridge"; ;"1936-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,768720304;-32,735270304;"Australia";"locality withheld"; ;"2016-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3036;-37,4811;"Australia";"S0848600"; ;"1998-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,68747122;-35,41592283;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";143,7347;-36,1261;"Australia";"D2804900"; ;"1990-06-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,2308;-37,5872;"Australia";"S0846800"; ;"1998-06-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,5655;-38,6497;"Australia";"E1113500"; ;"2003-06-10";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0575;-37,7886;"Australia";"E1804100"; ;"1990-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,426609516;-32,744195977;"Australia";"locality withheld"; ;"2013-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,63434643;-35,42453048;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,418;-36,415;"Australia";"U0080600"; ;"1989-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,613665842;-32,854018035;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,91;-37,6392;"Australia";"T2534100"; ;"2012-06-22";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,71991547;-35,43779197;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,615191728;-32,857597629;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,614407997;-32,858517954;"Australia";"locality withheld"; ;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,3822;-38,2561;"Australia";"F1211400"; ;"1988-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,271994661;-35,354876012;"Australia";"locality withheld"; ;"2001-06-08";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,619182957;-32,85450298;"Australia";"locality withheld";13;"2010-06-30";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,18329;-25,36979;"Australia";"Glendonnell Station, north west of Injune"; ;"2010-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,7694;-37,8544;"Australia";"T2400800"; ;"1997-06-04";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";144,3058;-37,4669;"Australia";"S0849100"; ;"1998-06-18";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";139,1887691;-35,12611892;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,207996382;-32,441866372;"Australia";"locality withheld"; ;"2013-06-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";177,837382;-38,473142;"New Zealand";""; ;"1955-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,72363838;-35,44848969;"Australia";""; ;"2005-06-06";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,959228368;-32,390588367;"Australia";"locality withheld"; ;"2008-06-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,2601;-36,0914;"Australia";"FFSURVEYID 2659663"; ;"2012-06-14";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,1167;-36,0167;"Australia";"Lake Mulwala, 11 km east of Yarrawonga Post Office."; ;"1979-06-05";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3163;-36,8213;"Australia";"F0083900"; ;"1993-06-03";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,824174609;-32,673566253;"Australia";"locality withheld";15;"1999-06-29";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,656111111;-42,81525;"Australia";""; ;"2007-06-12";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,0472;-36,4191;"Australia";"U7507600"; ;"1992-06-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,521571538;-30,768980242;"Australia";"locality withheld"; ;"1992-06-12";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";147,2;-43,083333;"Australia";"Snug Falls"; ;"2015-06-25";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,973253357;-33,718692861;"Australia";"locality withheld"; ;"2004-06-11";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,404068954;-32,712970551;"Australia";"locality withheld"; ;"2002-06-26";"ALA";""
